index,recorded_ns,header_ns,interval_ns
635,1789458595340070803,1789458595319565000,33367000
636,1789458595373233657,1789458595352933000,33368000
637,1789458595406793770,1789458595386300000,33367000
638,1789458595440031604,1789458595419667000,33367000
639,1789458595473424857,1789458595453034000,33367000
640,1789458595506335043,1789458595486402000,33368000
641,1789458595539611223,1789458595519769000,33367000
642,1789458595573420358,1789458595553136000,33367000
643,1789458595607316563,1789458595586506000,33370000
644,1789458595640503750,1789458595619875000,33369000
645,1789458595673607902,1789458595653243000,33368000
646,1789458595706797492,1789458595686610000,33367000
647,1789458595740248726,1789458595719978000,33368000
648,1789458595774093572,1789458595753348000,33370000
649,1789458595806881216,1789458595786715000,33367000
650,1789458595840143332,1789458595820083000,33368000
651,1789458595873561679,1789458595853451000,33368000
652,1789458595907022149,1789458595886819000,33368000
653,1789458595941327654,1789458595920185000,33366000
654,1789458595974580775,1789458595953553000,33368000
655,1789458596008449793,1789458595986921000,33368000
656,1789458596040397552,1789458596020287000,33366000
657,1789458596074747448,1789458596053655000,33368000
658,1789458596107412070,1789458596087022000,33367000
659,1789458596140575127,1789458596120391000,33369000
660,1789458596173818013,1789458596153758000,33367000
661,1789458596207390971,1789458596187126000,33368000
662,1789458596240352299,1789458596220493000,33367000
663,1789458596274254048,1789458596253861000,33368000
664,1789458596308411160,1789458596287228000,33367000
665,1789458596340961544,1789458596320596000,33368000
666,1789458596374060510,1789458596353963000,33367000
667,1789458596407637155,1789458596387330000,33367000
668,1789458596440696773,1789458596420698000,33368000
669,1789458596474285719,1789458596454065000,33367000
670,1789458596507849201,1789458596487433000,33368000
671,1789458596541523185,1789458596520802000,33369000
672,1789458596574364573,1789458596554170000,33368000
673,1789458596608182236,1789458596587539000,33369000
674,1789458596640953884,1789458596620907000,33368000
675,1789458596674554581,1789458596654275000,33368000
676,1789458596707668663,1789458596687641000,33366000
677,1789458596741321089,1789458596721009000,33368000
678,1789458596774948022,1789458596754376000,33367000
679,1789458596808312348,1789458596787744000,33368000
680,1789458596841658833,1789458596821110000,33366000
681,1789458596874764992,1789458596854478000,33368000
682,1789458596907711844,1789458596887845000,33367000
683,1789458596941125305,1789458596921212000,33367000
684,1789458596974994378,1789458596954579000,33367000
685,1789458597008327840,1789458596987947000,33368000
686,1789458597041477727,1789458597021315000,33368000
687,1789458597075119428,1789458597054681000,33366000
688,1789458597108190447,1789458597088049000,33368000
689,1789458597141506102,1789458597121417000,33368000
690,1789458597175340277,1789458597154785000,33368000
691,1789458597208149993,1789458597188152000,33367000
692,1789458597241732471,1789458597221519000,33367000
693,1789458597275099154,1789458597254886000,33367000
694,1789458597308268415,1789458597288254000,33368000
695,1789458597341833743,1789458597321621000,33367000
696,1789458597375124264,1789458597354989000,33368000
697,1789458597408571818,1789458597388355000,33366000
698,1789458597442798444,1789458597421724000,33369000
699,1789458597475606617,1789458597455091000,33367000
700,1789458597509060091,1789458597488459000,33368000
701,1789458597542069434,1789458597521826000,33367000
702,1789458597575279415,1789458597555194000,33368000
703,1789458597609082466,1789458597588561000,33367000
704,1789458597642411925,1789458597621931000,33370000
705,1789458597676631779,1789458597655296000,33365000
706,1789458597708669915,1789458597688664000,33368000
707,1789458597742242576,1789458597722031000,33367000
708,1789458597776011177,1789458597755399000,33368000
709,1789458597809259986,1789458597788767000,33368000
710,1789458597842321059,1789458597822136000,33369000
711,1789458597875839315,1789458597855504000,33368000
712,1789458597909222728,1789458597888873000,33369000
713,1789458597942536810,1789458597922240000,33367000
714,1789458597976037525,1789458597955607000,33367000
715,1789458598009249481,1789458597988974000,33367000
716,1789458598043146498,1789458598022343000,33369000
717,1789458598076023844,1789458598055709000,33366000
718,1789458598109104021,1789458598089077000,33368000
719,1789458598142481265,1789458598122445000,33368000
720,1789458598176441822,1789458598155814000,33369000
721,1789458598209944956,1789458598189183000,33369000
722,1789458598242579649,1789458598222549000,33366000
723,1789458598277268462,1789458598255917000,33368000
724,1789458598309730316,1789458598289286000,33369000
725,1789458598343483002,1789458598322653000,33367000
726,1789458598376156934,1789458598356021000,33368000
727,1789458598410474762,1789458598389388000,33367000
728,1789458598443259867,1789458598422757000,33369000
729,1789458598477635797,1789458598456125000,33368000
730,1789458598510307776,1789458598489491000,33366000
731,1789458598543037454,1789458598522860000,33369000
732,1789458598576735626,1789458598556227000,33367000
733,1789458598610095950,1789458598589595000,33368000
734,1789458598643856521,1789458598622962000,33367000
735,1789458598677148166,1789458598656331000,33369000
736,1789458598710481464,1789458598689701000,33370000
737,1789458598743251072,1789458598723068000,33367000
738,1789458598776636270,1789458598756436000,33368000
739,1789458598810941787,1789458598789804000,33368000
740,1789458598843737090,1789458598823171000,33367000
741,1789458598876922541,1789458598856539000,33368000
742,1789458598910867351,1789458598889906000,33367000
743,1789458598943802097,1789458598923274000,33368000
744,1789458598977671185,1789458598956641000,33367000
745,1789458599010245086,1789458598990010000,33369000
746,1789458599044108277,1789458599023377000,33367000
747,1789458599076800982,1789458599056746000,33369000
748,1789458599110265620,1789458599090112000,33366000
749,1789458599143628441,1789458599123481000,33369000
750,1789458599177654456,1789458599156851000,33370000
751,1789458599210880309,1789458599190221000,33370000
752,1789458599244548401,1789458599223588000,33367000
753,1789458599277455920,1789458599256958000,33370000
754,1789458599310952924,1789458599290326000,33368000
755,1789458599344239192,1789458599323694000,33368000
756,1789458599377608164,1789458599357062000,33368000
757,1789458599410955308,1789458599390430000,33368000
758,1789458599444390985,1789458599423799000,33369000
759,1789458599477700684,1789458599457166000,33367000
760,1789458599511019318,1789458599490535000,33369000
761,1789458599544162117,1789458599523903000,33368000
762,1789458599578356113,1789458599557270000,33367000
763,1789458599611416258,1789458599590638000,33368000
764,1789458599644199962,1789458599624006000,33368000
765,1789458599677777746,1789458599657375000,33369000
766,1789458599711461987,1789458599690745000,33370000
767,1789458599744604835,1789458599724112000,33367000
768,1789458599777858887,1789458599757481000,33369000
769,1789458599811135719,1789458599790847000,33366000
770,1789458599844171591,1789458599824215000,33368000
771,1789458599878411247,1789458599857584000,33369000
772,1789458599911551220,1789458599890952000,33368000
773,1789458599944824927,1789458599924319000,33367000
774,1789458599977837308,1789458599957689000,33370000
775,1789458600013604727,1789458599991059000,33370000
776,1789458600044881620,1789458600024425000,33366000
777,1789458600078042721,1789458600057795000,33370000
778,1789458600112326918,1789458600091163000,33368000
779,1789458600144733246,1789458600124530000,33367000
780,1789458600178118268,1789458600157898000,33368000
781,1789458600211713856,1789458600191265000,33367000
782,1789458600244776957,1789458600224633000,33368000
783,1789458600278234575,1789458600258001000,33368000
784,1789458600311588051,1789458600291369000,33368000
785,1789458600344946988,1789458600324737000,33368000
786,1789458600378504399,1789458600358104000,33367000
787,1789458600411368904,1789458600391471000,33367000
788,1789458600445445049,1789458600424839000,33368000
789,1789458600478589351,1789458600458207000,33368000
790,1789458600511749151,1789458600491575000,33368000
791,1789458600545146804,1789458600524943000,33368000
792,1789458600578664156,1789458600558311000,33368000
793,1789458600612362723,1789458600591679000,33368000
794,1789458600645057073,1789458600625047000,33368000
795,1789458600679228383,1789458600658417000,33370000
796,1789458600712017127,1789458600691784000,33367000
797,1789458600745076611,1789458600725152000,33368000
798,1789458600778528540,1789458600758520000,33368000
799,1789458600811902472,1789458600791887000,33367000
800,1789458600845311295,1789458600825255000,33368000
801,1789458600878554549,1789458600858623000,33368000
802,1789458600912158141,1789458600891990000,33367000
803,1789458600945204043,1789458600925357000,33367000
804,1789458600978933904,1789458600958727000,33370000
805,1789458601012231707,1789458600992096000,33369000
806,1789458601045464655,1789458601025463000,33367000
807,1789458601078908119,1789458601058831000,33368000
808,1789458601113003640,1789458601092199000,33368000
809,1789458601145428530,1789458601125565000,33366000
810,1789458601179385069,1789458601158935000,33370000
811,1789458601212396661,1789458601192302000,33367000
812,1789458601245532189,1789458601225670000,33368000
813,1789458601279258577,1789458601259037000,33367000
814,1789458601312460661,1789458601292406000,33369000
815,1789458601345953491,1789458601325775000,33369000
816,1789458601379371191,1789458601359141000,33366000
817,1789458601412748170,1789458601392510000,33369000
818,1789458601446119148,1789458601425879000,33369000
819,1789458601479660493,1789458601459247000,33368000
820,1789458601513231671,1789458601492614000,33367000
821,1789458601546522579,1789458601525983000,33369000
822,1789458601579959132,1789458601559351000,33368000
823,1789458601613693473,1789458601592718000,33367000
824,1789458601646490863,1789458601626086000,33368000
825,1789458601679810221,1789458601659454000,33368000
826,1789458601713270395,1789458601692821000,33367000
827,1789458601747042061,1789458601726191000,33370000
828,1789458601779897532,1789458601759560000,33369000
829,1789458601813984918,1789458601792932000,33372000
830,1789458601846849274,1789458601826299000,33367000
831,1789458601880139783,1789458601859667000,33368000
832,1789458601913617096,1789458601893034000,33367000
833,1789458601946770045,1789458601926402000,33368000
834,1789458601980094722,1789458601959769000,33367000
835,1789458602013622670,1789458601993137000,33368000
836,1789458602047021017,1789458602026505000,33368000
837,1789458602080004712,1789458602059872000,33367000
838,1789458602113462513,1789458602093241000,33369000
839,1789458602146868173,1789458602126608000,33367000
840,1789458602180409589,1789458602159975000,33367000
841,1789458602213368220,1789458602193344000,33369000
842,1789458602247123890,1789458602226712000,33368000
843,1789458602280216956,1789458602260079000,33367000
844,1789458602313342578,1789458602293447000,33368000
845,1789458602346989088,1789458602326813000,33366000
846,1789458602380719153,1789458602360181000,33368000
847,1789458602413809223,1789458602393549000,33368000
848,1789458602446975385,1789458602426918000,33369000
849,1789458602480588597,1789458602460287000,33369000
850,1789458602513703871,1789458602493654000,33367000
851,1789458602547057600,1789458602527022000,33368000
852,1789458602580948626,1789458602560389000,33367000
853,1789458602613975847,1789458602593757000,33368000
854,1789458602647136720,1789458602627124000,33367000
855,1789458602680441104,1789458602660493000,33369000
856,1789458602713810571,1789458602693860000,33367000
857,1789458602747384073,1789458602727227000,33367000
858,1789458602780597979,1789458602760596000,33369000
859,1789458602814247163,1789458602793964000,33368000
860,1789458602847752477,1789458602827331000,33367000
861,1789458602880606235,1789458602860699000,33368000
862,1789458602914072140,1789458602894067000,33368000
863,1789458602947573948,1789458602927434000,33367000
864,1789458602981097173,1789458602960801000,33367000
865,1789458603014101360,1789458602994169000,33368000
866,1789458603047456342,1789458603027538000,33369000
867,1789458603080833744,1789458603060903000,33365000
868,1789458603115514779,1789458603094272000,33369000
869,1789458603148284290,1789458603127643000,33371000
870,1789458603181157943,1789458603161011000,33368000
871,1789458603214682902,1789458603194379000,33368000
872,1789458603248645224,1789458603227749000,33370000
873,1789458603281091872,1789458603261117000,33368000
874,1789458603315058812,1789458603294484000,33367000
875,1789458603348866875,1789458603327853000,33369000
876,1789458603381272792,1789458603361221000,33368000
877,1789458603415036117,1789458603394588000,33367000
878,1789458603447937478,1789458603427957000,33369000
879,1789458603482144406,1789458603461324000,33367000
880,1789458603515751539,1789458603494692000,33368000
881,1789458603548327793,1789458603528061000,33369000
882,1789458603581674591,1789458603561429000,33368000
883,1789458603615175528,1789458603594796000,33367000
884,1789458603648931190,1789458603628165000,33369000
885,1789458603681757951,1789458603661534000,33369000
886,1789458603715085465,1789458603694901000,33367000
887,1789458603748260624,1789458603728268000,33367000
888,1789458603781936256,1789458603761639000,33371000
889,1789458603815460293,1789458603795007000,33368000
890,1789458603848912806,1789458603828373000,33366000
891,1789458603882330377,1789458603861744000,33371000
892,1789458603915754471,1789458603895112000,33368000
893,1789458603948806324,1789458603928478000,33366000
894,1789458603982056133,1789458603961847000,33369000
895,1789458604015540599,1789458603995215000,33368000
896,1789458604048536285,1789458604028583000,33368000
897,1789458604081956102,1789458604061950000,33367000
898,1789458604115635781,1789458604095318000,33368000
899,1789458604149648232,1789458604128687000,33369000
900,1789458604182776889,1789458604162056000,33369000
901,1789458604215404433,1789458604195424000,33368000
902,1789458604249288800,1789458604228795000,33371000
903,1789458604283977631,1789458604262163000,33368000
904,1789458604315865614,1789458604295530000,33367000
905,1789458604349442003,1789458604328899000,33369000
906,1789458604382219989,1789458604362267000,33368000
907,1789458604415669316,1789458604395634000,33367000
908,1789458604448839266,1789458604429003000,33369000
909,1789458604482131379,1789458604462369000,33366000
910,1789458604516140504,1789458604495737000,33368000
911,1789458604549193640,1789458604529104000,33367000
912,1789458604582496773,1789458604562473000,33369000
913,1789458604615977776,1789458604595840000,33367000
914,1789458604649470279,1789458604629207000,33367000
915,1789458604682432727,1789458604662575000,33368000
916,1789458604716392806,1789458604695944000,33369000
917,1789458604749375208,1789458604729310000,33366000
918,1789458604782500761,1789458604762678000,33368000
919,1789458604815961929,1789458604796212000,33534000
920,1789458604849803952,1789458604829578000,33366000
921,1789458604883280718,1789458604862945000,33367000
922,1789458604916206051,1789458604896313000,33368000
923,1789458604949665135,1789458604929680000,33367000
924,1789458604982947572,1789458604963046000,33366000
925,1789458605016606424,1789458604996413000,33367000
926,1789458605050074945,1789458605029780000,33367000
927,1789458605083512513,1789458605063145000,33365000
928,1789458605116487502,1789458605096513000,33368000
929,1789458605149937391,1789458605129880000,33367000
930,1789458605182976552,1789458605163246000,33366000
931,1789458605216915485,1789458605196613000,33367000
932,1789458605250249111,1789458605229981000,33368000
933,1789458605283255545,1789458605263347000,33366000
934,1789458605317186805,1789458605296713000,33366000
935,1789458605350241053,1789458605330442000,33729000
936,1789458605383518370,1789458605363811000,33369000
937,1789458605416551651,1789458605397178000,33367000
938,1789458605450211938,1789458605430546000,33368000
939,1789458605483355732,1789458605463915000,33369000
940,1789458605518338177,1789458605497282000,33367000
941,1789458605550397948,1789458605530648000,33366000
942,1789458605583931433,1789458605564017000,33369000
943,1789458605617426401,1789458605597385000,33368000
944,1789458605651473402,1789458605630756000,33371000
945,1789458605685000937,1789458605664127000,33371000
946,1789458605718369634,1789458605697498000,33371000
947,1789458605750771583,1789458605730865000,33367000
948,1789458605785028531,1789458605764232000,33367000
949,1789458605817660201,1789458605797598000,33366000
950,1789458605851052910,1789458605830965000,33367000
951,1789458605884813733,1789458605864653000,33688000
952,1789458605917434774,1789458605898022000,33369000
953,1789458605951211714,1789458605931390000,33368000
954,1789458605984556609,1789458605964758000,33368000
955,1789458606017482593,1789458605998126000,33368000
956,1789458606050945184,1789458606031494000,33368000
957,1789458606084976760,1789458606064858000,33364000
958,1789458606118115475,1789458606098224000,33366000
959,1789458606151112793,1789458606131593000,33369000
960,1789458606184481289,1789458606164961000,33368000
961,1789458606218011999,1789458606198328000,33367000
962,1789458606251408916,1789458606231694000,33366000
963,1789458606285304904,1789458606265350000,33656000
964,1789458606318958088,1789458606298717000,33367000
965,1789458606351852485,1789458606332086000,33369000
966,1789458606386123559,1789458606365450000,33364000
967,1789458606419045114,1789458606398813000,33363000
968,1789458606451264492,1789458606432182000,33369000
969,1789458606484564879,1789458606465550000,33368000
970,1789458606517962878,1789458606498919000,33369000
971,1789458606551718481,1789458606532552000,33633000
972,1789458606585505679,1789458606565919000,33367000
973,1789458606618861493,1789458606599288000,33369000
974,1789458606651498151,1789458606632655000,33367000
975,1789458606684839130,1789458606666024000,33369000
976,1789458606718452314,1789458606699392000,33368000
977,1789458606751816764,1789458606732760000,33368000
978,1789458606785343216,1789458606766125000,33365000
979,1789458606818263760,1789458606799733000,33608000
980,1789458606851548410,1789458606833101000,33368000
981,1789458606885184985,1789458606866469000,33368000
982,1789458606918726684,1789458606899837000,33368000
983,1789458606951616915,1789458606933206000,33369000
984,1789458606984949889,1789458606966573000,33367000
985,1789458607018467126,1789458606999942000,33369000
986,1789458607051990774,1789458607033311000,33369000
987,1789458607085463753,1789458607066679000,33368000
988,1789458607118475805,1789458607100047000,33368000
989,1789458607152597930,1789458607133415000,33368000
990,1789458607185358382,1789458607166783000,33368000
991,1789458607218804204,1789458607200364000,33581000
992,1789458607252299922,1789458607233734000,33370000
993,1789458607285781446,1789458607267101000,33367000
994,1789458607318934295,1789458607300469000,33368000
995,1789458607353036464,1789458607333837000,33368000
996,1789458607385579756,1789458607367206000,33369000
997,1789458607419273762,1789458607400574000,33368000
998,1789458607452572095,1789458607433942000,33368000
999,1789458607485454100,1789458607467310000,33368000
1000,1789458607519913294,1789458607500678000,33368000
1001,1789458607552427115,1789458607534045000,33367000
1002,1789458607585876934,1789458607567415000,33370000
1003,1789458607619576889,1789458607600782000,33367000
1004,1789458607653363407,1789458607634150000,33368000
1005,1789458607686105587,1789458607667519000,33369000
1006,1789458607719439523,1789458607700887000,33368000
1007,1789458607752995637,1789458607734447000,33560000
1008,1789458607785669849,1789458607767815000,33368000
1009,1789458607819479216,1789458607801184000,33369000
1010,1789458607852438847,1789458607834552000,33368000
1011,1789458607886376338,1789458607867919000,33367000
1012,1789458607920734925,1789458607901287000,33368000
1013,1789458607953655268,1789458607934656000,33369000
1014,1789458607986601485,1789458607968024000,33368000
1015,1789458608019241758,1789458608001392000,33368000
1016,1789458608053529091,1789458608034761000,33369000
1017,1789458608086937516,1789458608068129000,33368000
1018,1789458608120059780,1789458608101497000,33368000
1019,1789458608153634326,1789458608135069000,33572000
1020,1789458608188005666,1789458608168437000,33368000
1021,1789458608219740453,1789458608201805000,33368000
1022,1789458608254046949,1789458608235173000,33368000
1023,1789458608286932209,1789458608268542000,33369000
1024,1789458608319999036,1789458608301910000,33368000
1025,1789458608353625463,1789458608335278000,33368000
1026,1789458608386392366,1789458608368646000,33368000
1027,1789458608419749251,1789458608402015000,33369000
1028,1789458608453315792,1789458608435383000,33368000
1029,1789458608487376098,1789458608468750000,33367000
1030,1789458608520297140,1789458608502119000,33369000
1031,1789458608553221048,1789458608535667000,33548000
1032,1789458608587526833,1789458608569036000,33369000
1033,1789458608620249028,1789458608602403000,33367000
1034,1789458608654584366,1789458608635772000,33369000
1035,1789458608687069484,1789458608669140000,33368000
1036,1789458608720105718,1789458608702508000,33368000
1037,1789458608753465559,1789458608735877000,33369000
1038,1789458608788217845,1789458608769244000,33367000
1039,1789458608820282138,1789458608802748000,33504000
1040,1789458608853725064,1789458608836116000,33368000
1041,1789458608887485756,1789458608869484000,33368000
1042,1789458608920927860,1789458608902852000,33368000
1043,1789458608953987565,1789458608936221000,33369000
1044,1789458608987026875,1789458608969589000,33368000
1045,1789458609020429011,1789458609002957000,33368000
1046,1789458609053824642,1789458609036325000,33368000
1047,1789458609087303750,1789458609069693000,33368000
1048,1789458609121081912,1789458609103062000,33369000
1049,1789458609153866694,1789458609136430000,33368000
1050,1789458609187226874,1789458609169799000,33369000
1051,1789458609220544058,1789458609203288000,33489000
1052,1789458609253882730,1789458609236657000,33369000
1053,1789458609287276749,1789458609270026000,33369000
1054,1789458609320553162,1789458609303394000,33368000
1055,1789458609354610973,1789458609336762000,33368000
1056,1789458609388646355,1789458609370130000,33368000
1057,1789458609420782431,1789458609403499000,33369000
1058,1789458609454158709,1789458609436868000,33369000
1059,1789458609487880011,1789458609470235000,33367000
1060,1789458609521510514,1789458609503603000,33368000
1061,1789458609554375667,1789458609536972000,33369000
1062,1789458609588498913,1789458609570340000,33368000
1063,1789458609622445890,1789458609603815000,33475000
1064,1789458609654716612,1789458609637183000,33368000
1065,1789458609688218970,1789458609670553000,33370000
1066,1789458609721763834,1789458609703921000,33368000
1067,1789458609754770674,1789458609737288000,33367000
1068,1789458609788091165,1789458609770656000,33368000
1069,1789458609821589296,1789458609804025000,33369000
1070,1789458609855045133,1789458609837393000,33368000
1071,1789458609888775721,1789458609870761000,33368000
1072,1789458609922402047,1789458609904129000,33368000
1073,1789458609954687715,1789458609937498000,33369000
1074,1789458609988132693,1789458609970867000,33369000
1075,1789458610021824278,1789458610004235000,33368000
1076,1789458610055313392,1789458610037603000,33368000
1077,1789458610088755574,1789458610070972000,33369000
1078,1789458610122778393,1789458610104340000,33368000
1079,1789458610155133500,1789458610137708000,33368000
1080,1789458610188576834,1789458610171076000,33368000
1081,1789458610222280895,1789458610204445000,33369000
1082,1789458610255812774,1789458610237813000,33368000
1083,1789458610288504220,1789458610271181000,33368000
1084,1789458610322157071,1789458610304550000,33369000
1085,1789458610355415782,1789458610337918000,33368000
1086,1789458610388622962,1789458610371287000,33369000
1087,1789458610422213934,1789458610404655000,33368000
1088,1789458610455387736,1789458610438023000,33368000
1089,1789458610489122320,1789458610471392000,33369000
1090,1789458610522120484,1789458610504760000,33368000
1091,1789458610555727595,1789458610538128000,33368000
1092,1789458610589479379,1789458610571496000,33368000
1093,1789458610622579602,1789458610604865000,33369000
1094,1789458610656134241,1789458610638233000,33368000
1095,1789458610689124371,1789458610671600000,33367000
1096,1789458610722283527,1789458610704970000,33370000
1097,1789458610755493432,1789458610738339000,33369000
1098,1789458610789705043,1789458610771707000,33368000
1099,1789458610822782495,1789458610805075000,33368000
1100,1789458610855924742,1789458610838443000,33368000
1101,1789458610889695520,1789458610871811000,33368000
1102,1789458610922873739,1789458610905181000,33370000
1103,1789458610956414423,1789458610938548000,33367000
1104,1789458610989992864,1789458610971916000,33368000
1105,1789458611022322361,1789458611005286000,33370000
1106,1789458611055849590,1789458611038654000,33368000
1107,1789458611090698477,1789458611072021000,33367000
1108,1789458611123013341,1789458611105390000,33369000
1109,1789458611156550308,1789458611138758000,33368000
1110,1789458611190358630,1789458611172127000,33369000
1111,1789458611222990429,1789458611205495000,33368000
1112,1789458611256575690,1789458611238863000,33368000
1113,1789458611289967582,1789458611272232000,33369000
1114,1789458611323626273,1789458611305601000,33369000
1115,1789458611356598259,1789458611338968000,33367000
1116,1789458611389350379,1789458611372337000,33369000
1117,1789458611424308367,1789458611405705000,33368000
1118,1789458611457333076,1789458611439074000,33369000
1119,1789458611490501957,1789458611472442000,33368000
1120,1789458611523694310,1789458611505810000,33368000
1121,1789458611556290547,1789458611539179000,33369000
1122,1789458611589662785,1789458611572548000,33369000
1123,1789458611624240897,1789458611605915000,33367000
1124,1789458611656505863,1789458611639283000,33368000
1125,1789458611690348655,1789458611672652000,33369000
1126,1789458611723576170,1789458611706021000,33369000
1127,1789458611757397615,1789458611739388000,33367000
1128,1789458611791392394,1789458611772756000,33368000
1129,1789458611823530308,1789458611806126000,33370000
1130,1789458611857036580,1789458611839494000,33368000
1131,1789458611890577244,1789458611872862000,33368000
1132,1789458611924303692,1789458611906231000,33369000
1133,1789458611957234416,1789458611939599000,33368000
1134,1789458611990605542,1789458611972967000,33368000
1135,1789458612023557528,1789458612006335000,33368000
1136,1789458612057226715,1789458612039704000,33369000
1137,1789458612090233049,1789458612073072000,33368000
1138,1789458612124140604,1789458612106441000,33369000
1139,1789458612157941512,1789458612139809000,33368000
1140,1789458612190617345,1789458612173178000,33369000
1141,1789458612224145785,1789458612206546000,33368000
1142,1789458612257765365,1789458612239915000,33369000
1143,1789458612291110844,1789458612273283000,33368000
1144,1789458612324571905,1789458612306650000,33367000
1145,1789458612357568913,1789458612340018000,33368000
1146,1789458612391054497,1789458612373388000,33370000
1147,1789458612424540202,1789458612406603000,33215000
1148,1789458612458841688,1789458612439972000,33369000
1149,1789458612491220772,1789458612473339000,33367000
1150,1789458612524271663,1789458612506708000,33369000
1151,1789458612557757679,1789458612539705000,32997000
1152,1789458612591036450,1789458612573075000,33370000
1153,1789458612625788217,1789458612606444000,33369000
1154,1789458612658052599,1789458612639812000,33368000
1155,1789458612691121442,1789458612672497000,32685000
1156,1789458612724182632,1789458612705866000,33369000
1157,1789458612758195983,1789458612739234000,33368000
1158,1789458612791497134,1789458612772602000,33368000
1159,1789458612824931869,1789458612805566000,32964000
1160,1789458612858405533,1789458612838934000,33368000
1161,1789458612891953126,1789458612872303000,33369000
1162,1789458612924991726,1789458612905671000,33368000
1163,1789458612958337125,1789458612938637000,32966000
1164,1789458612992925174,1789458612972005000,33368000
1165,1789458613025237577,1789458613005374000,33369000
1166,1789458613058178343,1789458613038742000,33368000
1167,1789458613091907053,1789458613071645000,32903000
1168,1789458613125342327,1789458613105015000,33370000
1169,1789458613157993564,1789458613138381000,33366000
1170,1789458613192323159,1789458613171751000,33370000
1171,1789458613225279843,1789458613204794000,33043000
1172,1789458613258876751,1789458613238165000,33371000
1173,1789458613291973751,1789458613271537000,33372000
1174,1789458613324941224,1789458613304906000,33369000
1175,1789458613358280289,1789458613338271000,33365000
1176,1789458613391924279,1789458613371643000,33372000
1177,1789458613425116797,1789458613405012000,33369000
1178,1789458613458984560,1789458613438383000,33371000
1179,1789458613492313437,1789458613471754000,33371000
1180,1789458613526077389,1789458613505126000,33372000
1181,1789458613558800653,1789458613538495000,33369000
1182,1789458613592156638,1789458613571866000,33371000
1183,1789458613625534210,1789458613605233000,33367000
1184,1789458613658913526,1789458613638602000,33369000
1185,1789458613692173452,1789458613671972000,33370000
1186,1789458613726028253,1789458613705342000,33370000
1187,1789458613758694427,1789458613738710000,33368000
1188,1789458613792207417,1789458613772079000,33369000
1189,1789458613826030572,1789458613805452000,33373000
1190,1789458613859233278,1789458613838822000,33370000
1191,1789458613892555223,1789458613872190000,33368000
1192,1789458613925507499,1789458613905558000,33368000
1193,1789458613959419771,1789458613938928000,33370000
1194,1789458613992841401,1789458613972297000,33369000
1195,1789458614026403887,1789458614005664000,33367000
1196,1789458614059556172,1789458614039033000,33369000
1197,1789458614092708656,1789458614072402000,33369000
1198,1789458614126366840,1789458614105771000,33369000
1199,1789458614159897509,1789458614139139000,33368000
1200,1789458614193272495,1789458614172512000,33373000
1201,1789458614226326777,1789458614205881000,33369000
1202,1789458614260281751,1789458614239249000,33368000
1203,1789458614293132316,1789458614272615000,33366000
1204,1789458614326163988,1789458614305985000,33370000
1205,1789458614359886825,1789458614339354000,33369000
1206,1789458614393327566,1789458614372722000,33368000
1207,1789458614426468320,1789458614406090000,33368000
1208,1789458614459948401,1789458614439459000,33369000
1209,1789458614493530290,1789458614472828000,33369000
1210,1789458614526732372,1789458614506196000,33368000
1211,1789458614560106927,1789458614539566000,33370000
1212,1789458614593324075,1789458614572933000,33367000
1213,1789458614627082745,1789458614606302000,33369000
1214,1789458614660417950,1789458614639669000,33367000
1215,1789458614693445606,1789458614673039000,33370000
1216,1789458614726565934,1789458614706407000,33368000
1217,1789458614761058433,1789458614739778000,33371000
1218,1789458614793604934,1789458614773146000,33368000
1219,1789458614827091184,1789458614806514000,33368000
1220,1789458614860657807,1789458614839882000,33368000
1221,1789458614893696732,1789458614873253000,33371000
1222,1789458614926725479,1789458614906621000,33368000
1223,1789458614960598540,1789458614939991000,33370000
1224,1789458614994148223,1789458614973363000,33372000
1225,1789458615026821204,1789458615006732000,33369000
1226,1789458615060984032,1789458615040102000,33370000
1227,1789458615093564438,1789458615073471000,33369000
1228,1789458615127204848,1789458615106839000,33368000
1229,1789458615160858721,1789458615140210000,33371000
1230,1789458615194349318,1789458615173577000,33367000
1231,1789458615227550385,1789458615206946000,33369000
1232,1789458615260651947,1789458615240314000,33368000
1233,1789458615293778272,1789458615273683000,33369000
1234,1789458615327644509,1789458615307052000,33369000
1235,1789458615361070441,1789458615340423000,33371000
1236,1789458615394304016,1789458615373791000,33368000
1237,1789458615427525379,1789458615407160000,33369000
1238,1789458615461019090,1789458615440528000,33368000
1239,1789458615493967974,1789458615473898000,33370000
1240,1789458615527578331,1789458615507266000,33368000
1241,1789458615560772185,1789458615540635000,33369000
1242,1789458615594360102,1789458615574002000,33367000
1243,1789458615627610005,1789458615607370000,33368000
1244,1789458615661114025,1789458615640739000,33369000
1245,1789458615694111795,1789458615674108000,33369000
1246,1789458615728105836,1789458615707476000,33368000
1247,1789458615761032751,1789458615740844000,33368000
1248,1789458615794543422,1789458615774213000,33369000
1249,1789458615827797202,1789458615807581000,33368000
1250,1789458615860805550,1789458615840950000,33369000
1251,1789458615894960454,1789458615874323000,33373000
1252,1789458615927821764,1789458615907692000,33369000
1253,1789458615961351419,1789458615941059000,33367000
1254,1789458615994814737,1789458615974426000,33367000
1255,1789458616027805553,1789458616007796000,33370000
1256,1789458616061275289,1789458616041164000,33368000
1257,1789458616094375475,1789458616074533000,33369000
